						B-Baseline
0.96	41.0					-32.409355435225706
0.97	40.0					-33.455163523563655
0.98	47.0					-26.500971611901605
0.99	71.0					-2.5467797002395542
1.0	43.0					-30.592587788577518
1.01	46.0					-27.638395876915467
1.02	35.0					-38.68420396525342
1.03	44.0					-29.73001205359138
1.04	33.0					-40.77582014192933
1.05	42.0					-31.82162823026728
1.06	40.0					-33.86743631860523
1.07	52.0					-21.913244406943193
1.08	38.0					-35.95905249528114
1.09	34.0					-40.00486058361909
1.1	52.0					-22.050668671957055
1.11	35.0					-39.096476760295005
1.12	39.0					-35.142284848632954
1.13	40.0					-34.18809293697092
1.14	38.0					-36.23390102530887
1.15	34.0					-40.27970911364682
1.16	41.0					-33.325517201984766
1.17	37.0					-37.37132529032273
1.18	40.0					-34.41713337866068
1.19	41.0					-33.46294146699863
1.2	50.0					-24.508749555336593
1.21	72.0					-2.554557643674542
1.22	55.0					-19.60036573201249
1.23	63.0					-11.646173820350441
1.24	96.0					21.308018091311595
1.25	105.0					30.262210002973646
1.26	90.0					15.216401914635696
1.27	91.0					16.170593826297733
1.28	79.0					4.124785737959783
1.29	73.0					-1.9210223503781663
1.3	54.0					-20.96683043871613
1.31	69.0					-6.012638527054079
1.32	43.0					-32.05844661539203
1.33	52.0					-23.104254703729993
1.34	42.0					-33.15006279206794
1.35	35.0					-40.19587088040589
1.36	39.0					-36.24167896874384
1.37	46.0					-29.287487057081805
1.38	42.0					-33.333295145419754
1.39	70.0					-5.379103233757704
1.4	96.0					20.575088677904333
1.41	135.0					59.52928058956638
1.42	197.0					121.48347250122843
1.43	308.0					232.43766441289048
1.44	439.0					363.3918563245525
1.45	512.0					436.3460482362146
1.46	600.0					524.3002401478766
1.47	687.0					611.2544320595387
1.48	781.0					705.2086239712007
1.49	788.0					712.1628158828628
1.5	816.0					740.1170077945249
1.51	829.0					753.0711997061868
1.52	743.0					667.0253916178489
1.53	607.0					530.9795835295109
1.54	461.0					384.933775441173
1.55	386.0					309.88796735283506
1.56	260.0					183.84215926449707
1.57	193.0					116.79635117615912
1.58	138.0					61.75054308782117
1.59	117.0					40.70473499948322
1.6	121.0					44.65892691114527
1.61	116.0					39.61311882280731
1.62	140.0					63.56731073446936
1.63	217.0					140.5215026461314
1.64	363.0					286.4756945577934
1.65	549.0					472.4298864694555
1.66	876.0					799.3840783811175
1.67	1328.0					1251.3382702927795
1.68	1926.0					1849.2924622044416
1.69	2859.0					2782.246654116104
1.7	3792.0					3715.2008460277657
1.71	4694.0					4617.1550379394275
1.72	5644.0					5567.10922985109
1.73	6417.0					6340.063421762752
1.74	6852.0					6775.017613674414
1.75	6807.0					6729.971805586076
1.76	6569.0					6491.925997497738
1.77	5954.0					5876.8801894094
1.78	5202.0					5124.834381321062
1.79	4183.0					4105.788573232724
1.8	3174.0					3096.7427651443863
1.81	2401.0					2323.696957056048
1.82	1747.0					1669.6511489677102
1.83	1163.0					1085.6053408793723
1.84	866.0					788.5595327910344
1.85	615.0					537.5137247026964
1.86	430.0					352.4679166143585
1.87	332.0					254.4221085260205
1.88	219.0					141.37630043768257
1.89	185.0					107.33049234934461
1.9	154.0					76.28468426100666
1.91	124.0					46.2388761726687
1.92	82.0					4.193068084330747
1.93	59.0					-18.852740004007202
1.94	71.0					-6.898548092345166
1.95	82.0					4.0556438193168844
1.96	68.0					-9.990164269021065
1.97	66.0					-12.035972357359014
1.98	75.0					-3.081780445696978
1.99	84.0					5.872411465965072
2.0	87.0					8.826603377627123
2.01	81.0					2.780795289289159
2.02	66.0					-12.26501279904879
2.03	83.0					4.68917911261326
2.04	65.0					-13.356628975724703
2.05	65.0					-13.402437064062653
2.06	41.0					-37.4482451524006
2.07	56.0					-22.494053240738552
2.08	46.0					-32.539861329076516
2.09	42.0					-36.585669417414465
2.1	35.0					-43.631477505752414
2.11	37.0					-41.67728559409038
2.12	27.0					-51.72309368242833
2.13	38.0					-40.76890177076628
2.14	25.0					-53.81470985910424
2.15	30.0					-48.86051794744219
2.16	30.0					-48.90632603578014
2.17	27.0					-51.95213412411809
2.18	24.0					-54.99794221245605
2.19	22.0					-57.043750300794
2.2	33.0					-46.08955838913195
2.21	27.0					-52.135366477469915
2.22	31.0					-48.181174565807865
2.23	45.0					-34.226982654145814
2.24	34.0					-45.27279074248378
2.25	49.0					-30.318598830821728
2.26	53.0					-26.364406919159677
2.27	66.0					-13.410215007497627
2.28	56.0					-23.45602309583559
2.29	75.0					-4.50183118417354
2.3	91.0					11.45236072748851
2.31	89.0					9.406552639150547
2.32	75.0					-4.639255449187402
2.33	68.0					-11.685063537525352
2.34	68.0					-11.730871625863301
2.35	70.0					-9.776679714201265
2.36	77.0					-2.8224878025392144
2.37	57.0					-22.868295890877164
2.38	53.0					-26.914103979215128
2.39	44.0					-35.95991206755308
2.4	58.0					-22.005720155891026
2.41	31.0					-49.05152824422899
2.42	47.0					-33.09733633256694
2.43	42.0					-38.14314442090489
2.44	33.0					-47.18895250924284
2.45	49.0					-31.234760597580802
2.46	37.0					-43.28056868591875
2.47	43.0					-37.3263767742567
2.48	38.0					-42.372184862594665
2.49	33.0					-47.417992950932614
2.5	35.0					-45.463801039270564
2.51	32.0					-48.50960912760851
2.52	32.0					-48.55541721594648
2.53	40.0					-40.601225304284426
2.54	33.0					-47.647033392622376
2.55	33.0					-47.69284148096034
2.56	42.0					-38.73864956929829
2.57	45.0					-35.78445765763624
2.58	57.0					-23.830265745974202
2.59	83.0					2.1239261656878483
2.6	93.0					12.078118077349899
2.61	110.0					29.032309989011935
2.62	160.0					78.98650190067399
2.63	221.0					139.94069381233604
2.64	274.0					192.89488572399807
2.65	310.0					228.84907763566014
2.66	364.0					282.8032695473222
2.67	413.0					331.7574614589842
2.68	463.0					381.7116533706463
2.69	485.0					403.6658452823083
2.7	511.0					429.62003719397035
2.71	495.0					413.5742291056324
2.72	461.0					379.5284210172945
2.73	444.0					362.4826129289565
2.74	414.0					332.43680484061855
2.75	357.0					275.39099675228056
2.76	306.0					224.34518866394262
2.77	281.0					199.2993805756047
2.78	264.0					182.25357248726672
2.79	244.0					162.20776439892876
2.8	273.0					191.16195631059082
2.81	303.0					221.11614822225286
2.82	270.0					188.0703401339149
2.83	244.0					162.02453204557696
2.84	287.0					204.97872395723903
2.85	265.0					182.93291586890103
2.86	275.0					192.8871077805631
2.87	263.0					180.84129969222516
2.88	233.0					150.7954916038872
2.89	197.0					114.74968351554924
2.9	163.0					80.70387542721129
2.91	149.0					66.65806733887334
2.92	144.0					61.612259250535374
2.93	137.0					54.566451162197424
2.94	111.0					28.520643073859475
2.95	107.0					24.47483498552151
2.96	89.0					6.429026897183562
2.97	79.0					-3.616781191154388
2.98	78.0					-4.662589279492352
2.99	73.0					-9.708397367830301
3.0	77.0					-5.7542054561682505
3.01	51.0					-31.8000135445062
3.02	68.0					-14.845821632844164
3.03	51.0					-31.891629721182113
3.04	41.0					-41.93743780952006
3.05	43.0					-39.98324589785801
3.06	41.0					-42.029053986195976
3.07	43.0					-40.074862074533925
3.08	32.0					-51.120670162871875
3.09	29.0					-54.16647825120984
3.1	45.0					-38.21228633954779
3.11	36.0					-47.25809442788574
3.12	23.0					-60.3039025162237
3.13	28.0					-55.34971060456165
3.14	26.0					-57.3955186928996
3.15	39.0					-44.441326781237564
3.16	35.0					-48.48713486957551
3.17	36.0					-47.53294295791346
3.18	41.0					-42.578751046251426
3.19	53.0					-30.624559134589376
3.2	55.0					-28.670367222927325
3.21	76.0					-7.716175311265275
3.22	91.0					7.238016600396762
3.23	115.0					31.192208512058812
3.24	163.0					79.14640042372086
3.25	182.0					98.10059233538291
3.26	245.0					161.05478424704495
3.27	294.0					210.00897615870701
3.28	343.0					258.9631680703691
3.29	375.0					290.9173599820311
3.3	407.0					322.87155189369315
3.31	426.0					341.82574380535516
3.32	482.0					397.7799357170172
3.33	485.0					400.7341276286793
3.34	446.0					361.68831954034135
3.35	361.0					276.64251145200336
3.36	383.0					298.5967033636654
3.37	254.0					169.55089527532746
3.38	213.0					128.5050871869895
3.39	184.0					99.45927909865155
3.4	144.0					59.4134710103136
3.41	107.0					22.36766292197565
3.42	80.0					-4.678145166362299
3.43	72.0					-12.723953254700263
3.44	49.0					-35.76976134303821
3.45	63.0					-21.81556943137616
3.46	53.0					-31.861377519714125
3.47	41.0					-43.907185608052075
3.48	40.0					-44.952993696390024
3.49	48.0					-36.99880178472799
3.5	44.0					-41.04460987306594
3.51	51.0					-34.09041796140389
3.52	66.0					-19.13622604974185
3.53	68.0					-17.1820341380798
3.54	83.0					-2.2278422264177493
3.55	110.0					24.7263496852443
3.56	122.0					36.68054159690634
3.57	140.0					54.63473350856839
3.58	211.0					125.58892542023044
3.59	267.0					181.5431173318925
3.6	331.0					245.49730924355453
3.61	402.0					316.4515011552166
3.62	545.0					459.4056930668786
3.63	614.0					528.3598849785407
3.64	797.0					711.3140768902027
3.65	962.0					876.2682688018648
3.66	1080.0					994.2224607135267
3.67	1223.0					1137.1766526251888
3.68	1336.0					1250.1308445368509
3.69	1397.0					1311.085036448513
3.7	1330.0					1244.039228360175
3.71	1334.0					1247.993420271837
3.72	1223.0					1136.9476121834991
3.73	1067.0					980.9018040951611
3.74	931.0					844.8559960068231
3.75	789.0					702.8101879184852
3.76	625.0					538.7643798301473
3.77	486.0					399.71857174180934
3.78	384.0					297.67276365347135
3.79	253.0					166.62695556513341
3.8	182.0					95.58114747679545
3.81	121.0					34.5353393884575
3.82	96.0					9.489531300119552
3.83	65.0					-21.556276788218412
3.84	41.0					-45.60208487655636
3.85	42.0					-44.64789296489431
3.86	36.0					-50.693701053232274
3.87	46.0					-40.739509141570224
3.88	37.0					-49.78531722990817
3.89	38.0					-48.83112531824614
3.9	49.0					-37.87693340658409
3.91	64.0					-22.922741494922036
3.92	83.0					-3.9685495832599855
3.93	73.0					-14.01435767159795
3.94	89.0					1.9398342400641013
3.95	110.0					22.894026151726152
3.96	128.0					40.8482180633882
3.97	155.0					67.80240997505024
3.98	159.0					71.75660188671229
3.99	203.0					115.71079379837434
4.0	225.0					137.66498571003638
4.01	223.0					135.61917762169844
4.02	219.0					131.57336953336048
4.03	227.0					139.5275614450225
4.04	226.0					138.48175335668458
4.05	182.0					94.43594526834661
4.06	185.0					97.39013718000865
4.07	156.0					68.3443290916707
4.08	116.0					28.298521003332752
4.09	105.0					17.252712914994788
4.1	75.0					-12.793095173343147
4.11	72.0					-15.83890326168111
4.12	69.0					-18.88471135001906
4.13	53.0					-34.93051943835701
4.14	48.0					-39.97632752669497
4.15	35.0					-53.02213561503292
4.16	38.0					-50.06794370337087
4.17	24.0					-64.11375179170884
4.18	25.0					-63.159559880046785
4.19	37.0					-51.205367968384735
4.2	28.0					-60.2511760567227
4.21	32.0					-56.29698414506065
4.22	22.0					-66.3427922333986
4.23	34.0					-54.38860032173656
4.24	27.0					-61.43440841007451
4.25	23.0					-65.48021649841246
4.26	34.0					-54.526024586750424
4.27	27.0					-61.57183267508837
4.28	39.0					-49.61764076342632
4.29	32.0					-56.66344885176427
4.3	27.0					-61.70925694010222
4.31	39.0					-49.755065028440185
4.32	36.0					-52.800873116778135
4.33	34.0					-54.846681205116084
4.34	42.0					-46.89248929345405
4.35	48.0					-40.938297381792
4.36	48.0					-40.98410547012995
4.37	62.0					-27.02991355846791
4.38	82.0					-7.07572164680586
4.39	99.0					9.87847026485619
4.4	117.0					27.832662176518227
4.41	175.0					85.78685408818028
4.42	210.0					120.74104599984233
4.43	290.0					200.69523791150436
4.44	381.0					291.64942982316643
4.45	399.0					309.6036217348285
4.46	538.0					448.5578136464905
4.47	640.0					550.5120055581526
4.48	713.0					623.4661974698146
4.49	742.0					652.4203893814766
4.5	783.0					693.3745812931387
4.51	791.0					701.3287732048008
4.52	759.0					669.2829651164628
4.53	766.0					676.2371570281248
4.54	736.0					646.1913489397868
4.55	649.0					559.1455408514489
4.56	507.0					417.099732763111
4.57	473.0					383.05392467477304
4.58	404.0					314.00811658643505
4.59	353.0					262.9623084980971
4.6	290.0					199.91650040975915
4.61	239.0					148.8706923214212
4.62	183.0					92.82488423308325
4.63	137.0					46.77907614474529
4.64	130.0					39.73326805640734
4.65	143.0					52.68745996806939
4.66	105.0					14.641651879731427
4.67	114.0					23.59584379139349
4.68	115.0					24.550035703055528
4.69	98.0					7.504227614717578
4.7	81.0					-9.541580473620371
4.71	84.0					-6.587388561958335
4.72	99.0					8.366803349703716
4.73	81.0					-9.679004738634234
4.74	60.0					-30.724812826972197
4.75	65.0					-25.770620915310147
4.76	64.0					-26.816429003648096
4.77	63.0					-27.86223709198606
4.78	71.0					-19.90804518032401
4.79	57.0					-33.95385326866196
4.8	83.0					-7.999661356999923
4.81	81.0					-10.045469445337872
4.82	83.0					-8.091277533675822
4.83	74.0					-17.137085622013785
4.84	109.0					17.817106289648265
4.85	109.0					17.771298201310316
4.86	128.0					36.72549011297235
4.87	137.0					45.67968202463442
4.88	126.0					34.63387393629645
4.89	144.0					52.588065847958504
4.9	147.0					55.542257759620554
4.91	189.0					97.49644967128259
4.92	188.0					96.45064158294464
4.93	197.0					105.40483349460669
4.94	197.0					105.35902540626873
4.95	187.0					95.31321731793078
4.96	166.0					74.26740922959283
4.97	161.0					69.22160114125487
4.98	159.0					67.17579305291692
4.99	142.0					50.129984964578966
5.0	125.0					33.084176876241
5.01	95.0					3.038368787903053
5.02	102.0					9.992560699565104
5.03	82.0					-10.05324738877286
5.04	69.0					-23.09905547711081
5.05	62.0					-30.14486356544876
5.06	59.0					-33.19067165378671
5.07	47.0					-45.23647974212466
5.08	57.0					-35.28228783046262
5.09	48.0					-44.32809591880057
5.1	46.0					-46.37390400713852
5.11	52.0					-40.419712095476484
5.12	47.0					-45.465520183814434
5.13	57.0					-35.51132827215238
5.14	67.0					-25.557136360490347
5.15	56.0					-36.602944448828296
5.16	46.0					-46.648752537166246
5.17	47.0					-45.69456062550421
5.18	51.0					-41.74036871384216
5.19	58.0					-34.78617680218011
5.2	50.0					-42.83198489051807
5.21	56.0					-36.87779297885602
5.22	61.0					-31.92360106719397
5.23	53.0					-39.969409155531935
5.24	59.0					-34.015217243869884
5.25	50.0					-43.061025332207834
5.26	55.0					-38.10683342054578
5.27	65.0					-28.152641508883733
5.28	56.0					-37.198449597221696
5.29	62.0					-31.244257685559646
5.3	70.0					-23.290065773897595
5.31	83.0					-10.335873862235559
5.32	64.0					-29.38168195057351
5.33	79.0					-14.427490038911458
5.34	101.0					7.526701872750579
5.35	96.0					2.480893784412629
5.36	95.0					1.4350856960746796
5.37	89.0					-4.610722392263284
5.38	119.0					25.343469519398766
5.39	120.0					26.297661431060817
5.4	114.0					20.251853342722853
5.41	125.0					31.206045254384904
5.42	99.0					5.160237166046954
5.43	119.0					25.114429077709005
5.44	130.0					36.06862098937104
5.45	114.0					20.02281290103309
5.46	113.0					18.977004812695142
5.47	116.0					21.931196724357193
5.48	80.0					-14.11461136398077
5.49	79.0					-15.16041945231872
5.5	85.0					-9.20622754065667
5.51	85.0					-9.252035628994633
5.52	75.0					-19.297843717332583
5.53	70.0					-24.343651805670532
5.54	66.0					-28.389459894008496
5.55	72.0					-22.435267982346446
5.56	71.0					-23.481076070684395
5.57	63.0					-31.52688415902236
5.58	66.0					-28.572692247360308
5.59	52.0					-42.61850033569826
5.6	59.0					-35.66430842403621
5.61	52.0					-42.71011651237417
5.62	56.0					-38.75592460071212
5.63	42.0					-52.80173268905007
5.64	66.0					-28.84754077738802
5.65	62.0					-32.89334886572598
5.66	46.0					-48.93915695406393
5.67	70.0					-24.984965042401882
5.68	63.0					-32.030773130739846
5.69	59.0					-36.076581219077795
5.7	57.0					-38.122389307415744
5.71	45.0					-50.16819739575371
5.72	51.0					-44.21400548409166
5.73	47.0					-48.25981357242961
5.74	78.0					-17.30562166076757
5.75	73.0					-22.35142974910552
5.76	90.0					-5.39723783744347
5.77	93.0					-2.443045925781419
5.78	92.0					-3.488854014119383
5.79	118.0					22.465337897542668
5.8	144.0					48.41952980920472
5.81	128.0					32.37372172086677
5.82	151.0					55.327913632528805
5.83	202.0					106.28210554419086
5.84	246.0					150.2362974558529
5.85	245.0					149.19048936751494
5.86	282.0					186.144681279177
5.87	302.0					206.09887319083904
5.88	297.0					201.05306510250108
5.89	332.0					236.00725701416314
5.9	326.0					229.96144892582518
5.91	339.0					242.91564083748722
5.92	291.0					194.86983274914928
5.93	282.0					185.82402466081132
5.94	278.0					181.77821657247335
5.95	229.0					132.73240848413542
5.96	193.0					96.68660039579746
5.97	211.0					114.6407923074595
5.98	176.0					79.59498421912154
5.99	142.0					45.54917613078359
6.0	118.0					21.503368042445643
6.01	106.0					9.457559954107694
6.02	79.0					-17.58824813423027
6.03	80.0					-16.63405622256822
6.04	80.0					-16.67986431090617
6.05	96.0					-0.7256723992441323
6.06	79.0					-17.77148048758208
6.07	85.0					-11.817288575920031
6.08	91.0					-5.863096664257995
6.09	89.0					-7.908904752595944
6.1	94.0					-2.954712840933894
6.11	84.0					-13.000520929271858
6.12	98.0					0.953670982390193
6.13	94.0					-3.0921371059477565
6.14	117.0					19.862054805714294
6.15	107.0					9.81624671737633
6.16	129.0					31.77043862903838
6.17	153.0					55.72463054070043
6.18	153.0					55.67882245236248
6.19	204.0					106.63301436402452
6.2	230.0					132.58720627568658
6.21	290.0					192.54139818734862
6.22	369.0					271.49559009901066
6.23	546.0					448.4497820106727
6.24	762.0					664.4039739223348
6.25	1019.0					921.3581658339967
6.26	1379.0					1281.3123577456588
6.27	1910.0					1812.2665496573209
6.28	2577.0					2479.2207415689827
6.29	3501.0					3403.174933480645
6.3	4535.0					4437.129125392307
6.31	5918.0					5820.083317303969
6.32	7259.0					7161.037509215631
6.33	9012.0					8913.991701127294
6.34	10476.0					10377.945893038956
6.35	12320.0					12221.900084950617
6.36	13931.0					13832.85427686228
6.37	15285.0					15186.808468773941
6.38	16342.0					16243.762660685603
6.39	16969.0					16870.716852597267
6.4	16922.0					16823.671044508927
6.41	17059.0					16960.62523642059
6.42	16422.0					16323.579428332252
6.43	15440.0					15341.533620243914
6.44	13989.0					13890.487812155576
6.45	12195.0					12096.442004067238
6.46	10813.0					10714.3961959789
6.47	8969.0					8870.350387890561
6.48	7286.0					7187.304579802224
6.49	5893.0					5794.258771713886
6.5	4627.0					4528.212963625548
6.51	3547.0					3448.16715553721
6.52	2636.0					2537.1213474488723
6.53	1984.0					1885.075539360534
6.54	1387.0					1288.0297312721962
6.55	990.0					890.9839231838582
6.56	659.0					559.9381150955203
6.57	499.0					399.8923070071823
6.58	360.0					260.8464989188443
6.59	252.0					152.80069083050637
6.6	182.0					82.75488274216842
6.61	183.0					83.70907465383047
6.62	122.0					22.663266565492506
6.63	121.0					21.617458477154557
6.64	130.0					30.571650388816607
6.65	121.0					21.525842300478644
6.66	105.0					5.480034212140694
6.67	108.0					8.434226123802745
6.68	104.0					4.388418035464795
6.69	94.0					-5.657390052873168
6.7	94.0					-5.703198141211118
6.71	109.0					9.250993770450933
6.72	99.0					-0.7948143178870168
6.73	118.0					18.15937759377502
6.74	108.0					8.11356950543707
6.75	101.0					1.0677614170991205
6.76	118.0					18.021953328761157
6.77	122.0					21.976145240423207
6.78	124.0					23.930337152085258
6.79	127.0					26.884529063747294
6.8	117.0					16.838720975409345
6.81	131.0					30.792912887071395
6.82	142.0					41.74710479873343
6.83	153.0					52.70129671039548
6.84	142.0					41.65548862205753
6.85	155.0					54.60968053371958
6.86	170.0					69.56387244538162
6.87	221.0					120.51806435704367
6.88	248.0					147.47225626870573
6.89	275.0					174.42644818036777
6.9	334.0					233.3806400920298
6.91	382.0					281.3348320036919
6.92	448.0					347.28902391535394
6.93	553.0					452.24321582701594
6.94	673.0					572.197407738678
6.95	820.0					719.15159965034
6.96	996.0					895.1057915620021
6.97	1264.0					1163.059983473664
6.98	1495.0					1394.014175385326
6.99	1714.0					1612.9683672969882
7.0	1976.0					1874.9225592086502
7.01	2181.0					2079.8767511203123
7.02	2392.0					2290.830943031974
7.03	2508.0					2406.7851349436364
7.04	2768.0					2666.7393268552983
7.05	2694.0					2592.6935187669606
7.06	2742.0					2640.6477106786224
7.07	2694.0					2592.6019025902847
7.08	2526.0					2424.5560945019465
7.09	2497.0					2395.510286413609
7.1	2130.0					2028.4644783252706
7.11	1852.0					1750.4186702369327
7.12	1730.0					1628.3728621485948
7.13	1472.0					1370.3270540602568
7.14	1172.0					1070.281245971919
7.15	998.0					896.235437883581
7.16	793.0					691.189629795243
7.17	582.0					480.14382170690504
7.18	458.0					356.0980136185671
7.19	349.0					247.05220553022914
7.2	251.0					149.00639744189118
7.21	205.0					102.96058935355325
7.22	165.0					62.91478126521528
7.23	148.0					45.86897317687733
7.24	121.0					18.823165088539383
7.25	97.0					-5.222642999798566
7.26	70.0					-32.268451088136516
7.27	79.0					-23.31425917647448
7.28	86.0					-16.36006726481243
7.29	70.0					-32.40587535315038
7.3	72.0					-30.451683441488342
7.31	89.0					-13.497491529826291
7.32	83.0					-19.54329961816424
7.33	71.0					-31.589107706502205
7.34	75.0					-27.634915794840154
7.35	79.0					-23.680723883178104
7.36	75.0					-27.726531971516067
7.37	81.0					-21.772340059854017
7.38	68.0					-34.818148148191966
7.39	74.0					-28.86395623652993
7.4	84.0					-18.90976432486788
7.41	97.0					-5.955572413205829
7.42	83.0					-20.001380501543792
7.43	79.0					-24.047188589881728
7.44	107.0					3.9070033217803086
7.45	105.0					1.8611952334423592
7.46	98.0					-5.18461285489559
7.47	112.0					8.769579056766446
7.48	96.0					-7.2762290315715035
7.49	87.0					-16.322037119909453
7.5	86.0					-17.367845208247417
7.51	78.0					-25.413653296585366
7.52	94.0					-9.459461384923316
7.53	76.0					-27.50526947326128
7.54	81.0					-22.55107756159923
7.55	91.0					-12.596885649937178
7.56	79.0					-24.642693738275142
7.57	93.0					-10.688501826613091
7.58	75.0					-28.73430991495104
7.59	58.0					-45.780118003289004
7.6	83.0					-20.82592609162694
7.61	82.0					-21.871734179964903
7.62	63.0					-40.91754226830287
7.63	62.0					-41.9633503566408
7.64	64.0					-40.009158444978766
7.65	65.0					-39.054966533316716
7.66	65.0					-39.100774621654665
7.67	84.0					-20.14658270999263
7.68	70.0					-34.19239079833058
7.69	76.0					-28.238198886668528
7.7	73.0					-31.28400697500649
7.71	69.0					-35.32981506334444
7.72	76.0					-28.37562315168239
7.73	78.0					-26.421431240020354
7.74	62.0					-42.4672393283583
7.75	70.0					-34.51304741669625
7.76	73.0					-31.558855505034217
7.77	81.0					-23.604663593372152
7.78	83.0					-21.650471681710115
7.79	70.0					-34.69627977004808
7.8	94.0					-10.742087858386014
7.81	80.0					-24.787895946723978
7.82	94.0					-10.833704035061928
7.83	86.0					-18.879512123399877
7.84	88.0					-16.92532021173784
7.85	77.0					-27.97112830007579
