						B-Baseline
0.96	55.0					-18.409355435225706
0.97	35.0					-38.455163523563655
0.98	44.0					-29.500971611901605
0.99	46.0					-27.546779700239554
1.0	37.0					-36.59258778857752
1.01	51.0					-22.638395876915467
1.02	51.0					-22.684203965253417
1.03	56.0					-17.73001205359138
1.04	57.0					-16.77582014192933
1.05	53.0					-20.82162823026728
1.06	47.0					-26.86743631860523
1.07	47.0					-26.913244406943193
1.08	55.0					-18.959052495281142
1.09	48.0					-26.00486058361909
1.1	44.0					-30.050668671957055
1.11	25.0					-49.096476760295005
1.12	40.0					-34.142284848632954
1.13	46.0					-28.188092936970918
1.14	45.0					-29.233901025308867
1.15	31.0					-43.27970911364682
1.16	36.0					-38.325517201984766
1.17	44.0					-30.37132529032273
1.18	37.0					-37.41713337866068
1.19	36.0					-38.46294146699863
1.2	53.0					-21.508749555336593
1.21	62.0					-12.554557643674542
1.22	68.0					-6.6003657320124915
1.23	62.0					-12.646173820350441
1.24	96.0					21.308018091311595
1.25	91.0					16.262210002973646
1.26	73.0					-1.7835980853643036
1.27	94.0					19.170593826297733
1.28	86.0					11.124785737959783
1.29	69.0					-5.921022350378166
1.3	68.0					-6.96683043871613
1.31	57.0					-18.01263852705408
1.32	52.0					-23.05844661539203
1.33	50.0					-25.104254703729993
1.34	39.0					-36.15006279206794
1.35	40.0					-35.19587088040589
1.36	31.0					-44.24167896874384
1.37	53.0					-22.287487057081805
1.38	44.0					-31.333295145419754
1.39	75.0					-0.3791032337577036
1.4	122.0					46.57508867790433
1.41	154.0					78.52928058956638
1.42	241.0					165.48347250122845
1.43	307.0					231.43766441289048
1.44	377.0					301.3918563245525
1.45	543.0					467.3460482362146
1.46	628.0					552.3002401478766
1.47	808.0					732.2544320595387
1.48	875.0					799.2086239712007
1.49	928.0					852.1628158828628
1.5	956.0					880.1170077945249
1.51	851.0					775.0711997061868
1.52	758.0					682.0253916178489
1.53	672.0					595.9795835295109
1.54	520.0					443.933775441173
1.55	424.0					347.88796735283506
1.56	309.0					232.84215926449707
1.57	232.0					155.79635117615913
1.58	185.0					108.75054308782117
1.59	122.0					45.70473499948322
1.6	150.0					73.65892691114527
1.61	138.0					61.61311882280731
1.62	152.0					75.56731073446936
1.63	226.0					149.5215026461314
1.64	317.0					240.47569455779345
1.65	569.0					492.4298864694555
1.66	908.0					831.3840783811175
1.67	1438.0					1361.3382702927795
1.68	2104.0					2027.2924622044416
1.69	2992.0					2915.246654116104
1.7	4045.0					3968.2008460277657
1.71	5074.0					4997.1550379394275
1.72	5970.0					5893.10922985109
1.73	6572.0					6495.063421762752
1.74	7093.0					7016.017613674414
1.75	7407.0					7329.971805586076
1.76	7077.0					6999.925997497738
1.77	6291.0					6213.8801894094
1.78	5450.0					5372.834381321062
1.79	4267.0					4189.788573232724
1.8	3450.0					3372.7427651443863
1.81	2525.0					2447.696957056048
1.82	1709.0					1631.6511489677102
1.83	1319.0					1241.6053408793723
1.84	930.0					852.5595327910344
1.85	629.0					551.5137247026964
1.86	494.0					416.4679166143585
1.87	340.0					262.4221085260205
1.88	247.0					169.37630043768257
1.89	205.0					127.33049234934461
1.9	148.0					70.28468426100666
1.91	108.0					30.238876172668697
1.92	79.0					1.193068084330747
1.93	83.0					5.147259995992798
1.94	55.0					-22.898548092345166
1.95	77.0					-0.9443561806831156
1.96	78.0					0.009835730978934976
1.97	66.0					-12.035972357359014
1.98	66.0					-12.081780445696978
1.99	82.0					3.8724114659650724
2.0	69.0					-9.173396622372877
2.01	73.0					-5.219204710710841
2.02	85.0					6.73498720095121
2.03	78.0					-0.31082088738673974
2.04	61.0					-17.356628975724703
2.05	59.0					-19.402437064062653
2.06	60.0					-18.448245152400602
2.07	54.0					-24.494053240738552
2.08	65.0					-13.539861329076516
2.09	51.0					-27.585669417414465
2.1	36.0					-42.631477505752414
2.11	43.0					-35.67728559409038
2.12	26.0					-52.72309368242833
2.13	37.0					-41.76890177076628
2.14	38.0					-40.81470985910424
2.15	29.0					-49.86051794744219
2.16	33.0					-45.90632603578014
2.17	28.0					-50.95213412411809
2.18	27.0					-51.99794221245605
2.19	29.0					-50.043750300794
2.2	26.0					-53.08955838913195
2.21	37.0					-42.135366477469915
2.22	23.0					-56.181174565807865
2.23	38.0					-41.226982654145814
2.24	42.0					-37.27279074248378
2.25	41.0					-38.31859883082173
2.26	51.0					-28.364406919159677
2.27	58.0					-21.410215007497627
2.28	66.0					-13.45602309583559
2.29	60.0					-19.50183118417354
2.3	77.0					-2.547639272511489
2.31	59.0					-20.593447360849453
2.32	88.0					8.360744550812598
2.33	86.0					6.314936462474648
2.34	84.0					4.269128374136699
2.35	71.0					-8.776679714201265
2.36	61.0					-18.822487802539214
2.37	65.0					-14.868295890877164
2.38	53.0					-26.914103979215128
2.39	48.0					-31.959912067553077
2.4	39.0					-41.00572015589103
2.41	23.0					-57.05152824422899
2.42	47.0					-33.09733633256694
2.43	24.0					-56.14314442090489
2.44	28.0					-52.18895250924284
2.45	28.0					-52.2347605975808
2.46	32.0					-48.28056868591875
2.47	28.0					-52.3263767742567
2.48	41.0					-39.372184862594665
2.49	35.0					-45.417992950932614
2.5	31.0					-49.463801039270564
2.51	34.0					-46.50960912760851
2.52	31.0					-49.55541721594648
2.53	41.0					-39.601225304284426
2.54	37.0					-43.647033392622376
2.55	48.0					-32.69284148096034
2.56	47.0					-33.73864956929829
2.57	51.0					-29.78445765763624
2.58	71.0					-9.830265745974202
2.59	81.0					0.12392616568784831
2.6	115.0					34.0781180773499
2.61	129.0					48.032309989011935
2.62	177.0					95.98650190067399
2.63	191.0					109.94069381233604
2.64	249.0					167.89488572399807
2.65	284.0					202.84907763566014
2.66	320.0					238.80326954732217
2.67	414.0					332.7574614589842
2.68	439.0					357.7116533706463
2.69	417.0					335.6658452823083
2.7	493.0					411.62003719397035
2.71	469.0					387.5742291056324
2.72	500.0					418.5284210172945
2.73	451.0					369.4826129289565
2.74	400.0					318.43680484061855
2.75	325.0					243.39099675228059
2.76	282.0					200.34518866394262
2.77	272.0					190.2993805756047
2.78	253.0					171.25357248726672
2.79	270.0					188.20776439892876
2.8	285.0					203.16195631059082
2.81	257.0					175.11614822225286
2.82	258.0					176.0703401339149
2.83	274.0					192.02453204557696
2.84	261.0					178.97872395723903
2.85	283.0					200.93291586890103
2.86	267.0					184.8871077805631
2.87	250.0					167.84129969222516
2.88	227.0					144.7954916038872
2.89	181.0					98.74968351554924
2.9	169.0					86.70387542721129
2.91	175.0					92.65806733887334
2.92	144.0					61.612259250535374
2.93	116.0					33.566451162197424
2.94	105.0					22.520643073859475
2.95	82.0					-0.525165014478489
2.96	88.0					5.429026897183562
2.97	83.0					0.3832188088456121
2.98	81.0					-1.6625892794923516
2.99	63.0					-19.7083973678303
3.0	60.0					-22.75420545616825
3.01	53.0					-29.8000135445062
3.02	53.0					-29.845821632844164
3.03	50.0					-32.89162972118211
3.04	54.0					-28.937437809520063
3.05	38.0					-44.98324589785801
3.06	47.0					-36.029053986195976
3.07	36.0					-47.074862074533925
3.08	35.0					-48.120670162871875
3.09	33.0					-50.16647825120984
3.1	32.0					-51.21228633954779
3.11	32.0					-51.25809442788574
3.12	29.0					-54.3039025162237
3.13	31.0					-52.34971060456165
3.14	26.0					-57.3955186928996
3.15	37.0					-46.441326781237564
3.16	44.0					-39.48713486957551
3.17	48.0					-35.53294295791346
3.18	61.0					-22.578751046251426
3.19	64.0					-19.624559134589376
3.2	88.0					4.329632777072675
3.21	116.0					32.283824688734725
3.22	124.0					40.23801660039676
3.23	181.0					97.19220851205881
3.24	248.0					164.14640042372088
3.25	295.0					211.1005923353829
3.26	368.0					284.05478424704495
3.27	474.0					390.008976158707
3.28	526.0					441.9631680703691
3.29	600.0					515.917359982031
3.3	672.0					587.8715518936931
3.31	717.0					632.8257438053552
3.32	737.0					652.7799357170172
3.33	705.0					620.7341276286793
3.34	699.0					614.6883195403414
3.35	598.0					513.6425114520034
3.36	491.0					406.5967033636654
3.37	454.0					369.55089527532743
3.38	343.0					258.5050871869895
3.39	253.0					168.45927909865156
3.4	216.0					131.4134710103136
3.41	154.0					69.36766292197565
3.42	107.0					22.3218548336377
3.43	93.0					8.276046745299737
3.44	69.0					-15.769761343038212
3.45	56.0					-28.81556943137616
3.46	52.0					-32.861377519714125
3.47	52.0					-32.907185608052075
3.48	47.0					-37.952993696390024
3.49	68.0					-16.998801784727988
3.5	69.0					-16.044609873065937
3.51	67.0					-18.090417961403887
3.52	87.0					1.8637739502581496
3.53	95.0					9.8179658619202
3.54	109.0					23.77215777358225
3.55	144.0					58.7263496852443
3.56	173.0					87.68054159690634
3.57	208.0					122.63473350856839
3.58	279.0					193.58892542023045
3.59	319.0					233.5431173318925
3.6	363.0					277.4973092435545
3.61	517.0					431.4515011552166
3.62	631.0					545.4056930668786
3.63	721.0					635.3598849785407
3.64	945.0					859.3140768902027
3.65	1088.0					1002.2682688018648
3.66	1227.0					1141.2224607135267
3.67	1334.0					1248.1766526251888
3.68	1462.0					1376.1308445368509
3.69	1486.0					1400.085036448513
3.7	1518.0					1432.039228360175
3.71	1377.0					1290.993420271837
3.72	1358.0					1271.9476121834991
3.73	1166.0					1079.9018040951612
3.74	1041.0					954.8559960068231
3.75	862.0					775.8101879184852
3.76	646.0					559.7643798301473
3.77	505.0					418.71857174180934
3.78	377.0					290.67276365347135
3.79	302.0					215.62695556513341
3.8	202.0					115.58114747679545
3.81	140.0					53.5353393884575
3.82	96.0					9.489531300119552
3.83	80.0					-6.556276788218412
3.84	52.0					-34.60208487655636
3.85	45.0					-41.64789296489431
3.86	37.0					-49.693701053232274
3.87	29.0					-57.739509141570224
3.88	38.0					-48.78531722990817
3.89	47.0					-39.83112531824614
3.9	56.0					-30.876933406584087
3.91	62.0					-24.922741494922036
3.92	72.0					-14.968549583259986
3.93	103.0					15.98564232840205
3.94	98.0					10.939834240064101
3.95	135.0					47.89402615172615
3.96	142.0					54.8482180633882
3.97	186.0					98.80240997505024
3.98	173.0					85.75660188671229
3.99	213.0					125.71079379837434
4.0	254.0					166.66498571003638
4.01	233.0					145.61917762169844
4.02	242.0					154.57336953336048
4.03	241.0					153.5275614450225
4.04	221.0					133.48175335668458
4.05	220.0					132.43594526834661
4.06	221.0					133.39013718000865
4.07	141.0					53.3443290916707
4.08	135.0					47.29852100333275
4.09	117.0					29.252712914994788
4.1	110.0					22.206904826656853
4.11	72.0					-15.83890326168111
4.12	57.0					-30.88471135001906
4.13	45.0					-42.93051943835701
4.14	54.0					-33.97632752669497
4.15	36.0					-52.02213561503292
4.16	25.0					-63.06794370337087
4.17	25.0					-63.113751791708836
4.18	25.0					-63.159559880046785
4.19	30.0					-58.205367968384735
4.2	26.0					-62.2511760567227
4.21	26.0					-62.29698414506065
4.22	27.0					-61.3427922333986
4.23	27.0					-61.38860032173656
4.24	25.0					-63.43440841007451
4.25	30.0					-58.48021649841246
4.26	22.0					-66.52602458675042
4.27	18.0					-70.57183267508837
4.28	33.0					-55.61764076342632
4.29	30.0					-58.66344885176427
4.3	21.0					-67.70925694010222
4.31	22.0					-66.75506502844019
4.32	37.0					-51.800873116778135
4.33	39.0					-49.846681205116084
4.34	41.0					-47.89248929345405
4.35	45.0					-43.938297381792
4.36	46.0					-42.98410547012995
4.37	58.0					-31.02991355846791
4.38	79.0					-10.07572164680586
4.39	95.0					5.87847026485619
4.4	111.0					21.832662176518227
4.41	126.0					36.78685408818028
4.42	209.0					119.74104599984233
4.43	237.0					147.69523791150436
4.44	309.0					219.64942982316643
4.45	357.0					267.6036217348285
4.46	431.0					341.5578136464905
4.47	520.0					430.51200555815257
4.48	509.0					419.4661974698146
4.49	596.0					506.42038938147664
4.5	651.0					561.3745812931387
4.51	697.0					607.3287732048008
4.52	645.0					555.2829651164628
4.53	621.0					531.2371570281248
4.54	556.0					466.19134893978685
4.55	470.0					380.1455408514489
4.56	488.0					398.099732763111
4.57	391.0					301.05392467477304
4.58	330.0					240.00811658643505
4.59	264.0					173.96230849809712
4.6	199.0					108.91650040975915
4.61	183.0					92.8706923214212
4.62	154.0					63.82488423308325
4.63	136.0					45.77907614474529
4.64	122.0					31.73326805640734
4.65	118.0					27.68745996806939
4.66	98.0					7.641651879731427
4.67	96.0					5.5958437913934915
4.68	98.0					7.550035703055528
4.69	80.0					-10.495772385282422
4.7	79.0					-11.541580473620371
4.71	71.0					-19.587388561958335
4.72	75.0					-15.633196650296284
4.73	71.0					-19.679004738634234
4.74	65.0					-25.724812826972197
4.75	68.0					-22.770620915310147
4.76	68.0					-22.816429003648096
4.77	75.0					-15.86223709198606
4.78	70.0					-20.90804518032401
4.79	78.0					-12.953853268661959
4.8	74.0					-16.999661356999923
4.81	82.0					-9.045469445337872
4.82	70.0					-21.09127753367582
4.83	93.0					1.8629143779862147
4.84	90.0					-1.1828937103517347
4.85	121.0					29.771298201310316
4.86	100.0					8.725490112972352
4.87	115.0					23.679682024634417
4.88	142.0					50.63387393629645
4.89	124.0					32.588065847958504
4.9	146.0					54.542257759620554
4.91	145.0					53.49644967128259
4.92	177.0					85.45064158294464
4.93	179.0					87.40483349460669
4.94	169.0					77.35902540626873
4.95	153.0					61.31321731793078
4.96	171.0					79.26740922959283
4.97	124.0					32.221601141254865
4.98	133.0					41.175793052916916
4.99	117.0					25.129984964578966
5.0	104.0					12.084176876241003
5.01	112.0					20.038368787903053
5.02	87.0					-5.007439300434896
5.03	108.0					15.94675261122714
5.04	74.0					-18.09905547711081
5.05	56.0					-36.14486356544876
5.06	60.0					-32.19067165378671
5.07	55.0					-37.23647974212466
5.08	58.0					-34.28228783046262
5.09	48.0					-44.32809591880057
5.1	42.0					-50.37390400713852
5.11	53.0					-39.419712095476484
5.12	66.0					-26.465520183814434
5.13	49.0					-43.51132827215238
5.14	43.0					-49.55713636049035
5.15	43.0					-49.602944448828296
5.16	52.0					-40.648752537166246
5.17	50.0					-42.69456062550421
5.18	58.0					-34.74036871384216
5.19	60.0					-32.78617680218011
5.2	63.0					-29.831984890518072
5.21	48.0					-44.87779297885602
5.22	52.0					-40.92360106719397
5.23	55.0					-37.969409155531935
5.24	56.0					-37.015217243869884
5.25	63.0					-30.061025332207834
5.26	63.0					-30.106833420545783
5.27	66.0					-27.152641508883733
5.28	49.0					-44.198449597221696
5.29	55.0					-38.244257685559646
5.3	65.0					-28.290065773897595
5.31	73.0					-20.33587386223556
5.32	66.0					-27.38168195057351
5.33	60.0					-33.42749003891146
5.34	82.0					-11.473298127249421
5.35	82.0					-11.519106215587371
5.36	88.0					-5.56491430392532
5.37	83.0					-10.610722392263284
5.38	83.0					-10.656530480601234
5.39	111.0					17.297661431060817
5.4	98.0					4.251853342722853
5.41	119.0					25.206045254384904
5.42	102.0					8.160237166046954
5.43	111.0					17.114429077709005
5.44	98.0					4.068620989371041
5.45	96.0					2.0228129010330917
5.46	69.0					-25.022995187304858
5.47	96.0					1.9311967243571928
5.48	84.0					-10.11461136398077
5.49	81.0					-13.16041945231872
5.5	79.0					-15.20622754065667
5.51	74.0					-20.252035628994633
5.52	73.0					-21.297843717332583
5.53	74.0					-20.343651805670532
5.54	61.0					-33.389459894008496
5.55	57.0					-37.435267982346446
5.56	74.0					-20.481076070684395
5.57	67.0					-27.52688415902236
5.58	65.0					-29.572692247360308
5.59	56.0					-38.61850033569826
5.6	56.0					-38.66430842403621
5.61	52.0					-42.71011651237417
5.62	55.0					-39.75592460071212
5.63	62.0					-32.80173268905007
5.64	48.0					-46.84754077738802
5.65	61.0					-33.89334886572598
5.66	50.0					-44.93915695406393
5.67	59.0					-35.98496504240188
5.68	67.0					-28.030773130739846
5.69	48.0					-47.076581219077795
5.7	59.0					-36.122389307415744
5.71	75.0					-20.168197395753708
5.72	59.0					-36.21400548409166
5.73	68.0					-27.259813572429607
5.74	69.0					-26.30562166076757
5.75	59.0					-36.35142974910552
5.76	58.0					-37.39723783744347
5.77	77.0					-18.44304592578142
5.78	96.0					0.5111459858806171
5.79	105.0					9.465337897542668
5.8	124.0					28.419529809204718
5.81	136.0					40.37372172086677
5.82	146.0					50.327913632528805
5.83	193.0					97.28210554419086
5.84	192.0					96.2362974558529
5.85	201.0					105.19048936751494
5.86	248.0					152.144681279177
5.87	243.0					147.09887319083904
5.88	265.0					169.05306510250108
5.89	269.0					173.00725701416314
5.9	269.0					172.96144892582518
5.91	276.0					179.91564083748722
5.92	240.0					143.86983274914928
5.93	237.0					140.82402466081132
5.94	222.0					125.77821657247335
5.95	221.0					124.7324084841354
5.96	202.0					105.68660039579746
5.97	163.0					66.6407923074595
5.98	147.0					50.59498421912154
5.99	127.0					30.549176130783593
6.0	106.0					9.503368042445643
6.01	110.0					13.457559954107694
6.02	102.0					5.41175186576973
6.03	96.0					-0.6340562225682191
6.04	73.0					-23.67986431090617
6.05	88.0					-8.725672399244132
6.06	83.0					-13.771480487582082
6.07	76.0					-20.81728857592003
6.08	65.0					-31.863096664257995
6.09	78.0					-18.908904752595944
6.1	82.0					-14.954712840933894
6.11	78.0					-19.000520929271858
6.12	84.0					-13.046329017609807
6.13	93.0					-4.0921371059477565
6.14	89.0					-8.137945194285706
6.15	88.0					-9.18375328262367
6.16	117.0					19.77043862903838
6.17	119.0					21.72463054070043
6.18	145.0					47.67882245236248
6.19	158.0					60.63301436402452
6.2	192.0					94.58720627568657
6.21	249.0					151.54139818734862
6.22	285.0					187.49559009901066
6.23	433.0					335.4497820106727
6.24	645.0					547.4039739223348
6.25	899.0					801.3581658339967
6.26	1235.0					1137.3123577456588
6.27	1697.0					1599.2665496573209
6.28	2237.0					2139.2207415689827
6.29	2998.0					2900.174933480645
6.3	4072.0					3974.129125392307
6.31	5132.0					5034.083317303969
6.32	6393.0					6295.037509215631
6.33	7713.0					7614.991701127293
6.34	9310.0					9211.945893038956
6.35	10798.0					10699.900084950617
6.36	11899.0					11800.85427686228
6.37	13237.0					13138.808468773941
6.38	14006.0					13907.762660685603
6.39	14840.0					14741.716852597265
6.4	14649.0					14550.671044508928
6.41	14653.0					14554.62523642059
6.42	14319.0					14220.579428332252
6.43	13289.0					13190.533620243914
6.44	12094.0					11995.487812155576
6.45	10503.0					10404.442004067238
6.46	9291.0					9192.3961959789
6.47	7779.0					7680.350387890562
6.48	6540.0					6441.304579802224
6.49	5158.0					5059.258771713886
6.5	3990.0					3891.212963625548
6.51	3056.0					2957.16715553721
6.52	2296.0					2197.1213474488723
6.53	1720.0					1621.075539360534
6.54	1207.0					1108.0297312721962
6.55	883.0					783.9839231838582
6.56	615.0					515.9381150955203
6.57	435.0					335.8923070071823
6.58	299.0					199.84649891884433
6.59	211.0					111.80069083050637
6.6	196.0					96.75488274216842
6.61	128.0					28.70907465383047
6.62	114.0					14.663266565492506
6.63	116.0					16.617458477154557
6.64	99.0					-0.42834961118339265
6.65	103.0					3.5258423004786437
6.66	121.0					21.480034212140694
6.67	92.0					-7.565773876197255
6.68	113.0					13.388418035464795
6.69	94.0					-5.657390052873168
6.7	97.0					-2.703198141211118
6.71	83.0					-16.749006229549067
6.72	94.0					-5.794814317887017
6.73	127.0					27.15937759377502
6.74	106.0					6.11356950543707
6.75	119.0					19.06776141709912
6.76	110.0					10.021953328761157
6.77	126.0					25.976145240423207
6.78	113.0					12.930337152085258
6.79	114.0					13.884529063747294
6.8	114.0					13.838720975409345
6.81	105.0					4.792912887071395
6.82	128.0					27.74710479873343
6.83	130.0					29.701296710395482
6.84	131.0					30.655488622057533
6.85	142.0					41.60968053371958
6.86	162.0					61.56387244538162
6.87	183.0					82.51806435704367
6.88	202.0					101.47225626870572
6.89	240.0					139.42644818036777
6.9	285.0					184.3806400920298
6.91	336.0					235.33483200369187
6.92	425.0					324.28902391535394
6.93	474.0					373.24321582701594
6.94	622.0					521.197407738678
6.95	772.0					671.15159965034
6.96	917.0					816.1057915620021
6.97	1108.0					1007.0599834736641
6.98	1269.0					1168.014175385326
6.99	1498.0					1396.9683672969882
7.0	1682.0					1580.9225592086502
7.01	1931.0					1829.8767511203123
7.02	2115.0					2013.8309430319744
7.03	2253.0					2151.7851349436364
7.04	2333.0					2231.7393268552983
7.05	2357.0					2255.6935187669606
7.06	2338.0					2236.6477106786224
7.07	2352.0					2250.6019025902847
7.08	2201.0					2099.5560945019465
7.09	2128.0					2026.5102864136088
7.1	1884.0					1782.4644783252706
7.11	1700.0					1598.4186702369327
7.12	1429.0					1327.3728621485948
7.13	1245.0					1143.3270540602568
7.14	1027.0					925.2812459719189
7.15	771.0					669.235437883581
7.16	671.0					569.189629795243
7.17	568.0					466.14382170690504
7.18	404.0					302.0980136185671
7.19	298.0					196.05220553022914
7.2	272.0					170.00639744189118
7.21	181.0					78.96058935355325
7.22	148.0					45.91478126521528
7.23	145.0					42.86897317687733
7.24	117.0					14.823165088539383
7.25	100.0					-2.222642999798566
7.26	79.0					-23.268451088136516
7.27	82.0					-20.31425917647448
7.28	73.0					-29.36006726481243
7.29	60.0					-42.40587535315038
7.3	86.0					-16.451683441488342
7.31	77.0					-25.49749152982629
7.32	67.0					-35.54329961816424
7.33	51.0					-51.589107706502205
7.34	76.0					-26.634915794840154
7.35	80.0					-22.680723883178104
7.36	68.0					-34.72653197151607
7.37	82.0					-20.772340059854017
7.38	74.0					-28.818148148191966
7.39	89.0					-13.86395623652993
7.4	97.0					-5.909764324867879
7.41	74.0					-28.95557241320583
7.42	85.0					-18.001380501543792
7.43	95.0					-8.047188589881728
7.44	84.0					-19.09299667821969
7.45	102.0					-1.1388047665576408
7.46	96.0					-7.18461285489559
7.47	87.0					-16.230420943233554
7.48	103.0					-0.27622903157150347
7.49	86.0					-17.322037119909453
7.5	82.0					-21.367845208247417
7.51	95.0					-8.413653296585366
7.52	87.0					-16.459461384923316
7.53	75.0					-28.50526947326128
7.54	85.0					-18.55107756159923
7.55	76.0					-27.596885649937178
7.56	95.0					-8.642693738275142
7.57	85.0					-18.68850182661309
7.58	85.0					-18.73430991495104
7.59	80.0					-23.780118003289004
7.6	93.0					-10.82592609162694
7.61	70.0					-33.8717341799649
7.62	67.0					-36.91754226830287
7.63	88.0					-15.963350356640802
7.64	81.0					-23.009158444978766
7.65	77.0					-27.054966533316716
7.66	72.0					-32.100774621654665
7.67	73.0					-31.14658270999263
7.68	83.0					-21.192390798330578
7.69	69.0					-35.23819888666853
7.7	78.0					-26.28400697500649
7.71	82.0					-22.32981506334444
7.72	71.0					-33.37562315168239
7.73	65.0					-39.421431240020354
7.74	79.0					-25.467239328358303
7.75	74.0					-30.513047416696253
7.76	73.0					-31.558855505034217
7.77	82.0					-22.604663593372152
7.78	90.0					-14.650471681710115
7.79	96.0					-8.69627977004808
7.8	87.0					-17.742087858386014
7.81	80.0					-24.787895946723978
7.82	79.0					-25.833704035061928
7.83	90.0					-14.879512123399877
7.84	97.0					-7.925320211737841
