						B-Baseline
0.96	33.0					-40.409355435225706
0.97	41.0					-32.455163523563655
0.98	43.0					-30.500971611901605
0.99	36.0					-37.546779700239554
1.0	46.0					-27.592587788577518
1.01	37.0					-36.63839587691547
1.02	44.0					-29.684203965253417
1.03	45.0					-28.73001205359138
1.04	36.0					-37.77582014192933
1.05	36.0					-37.82162823026728
1.06	41.0					-32.86743631860523
1.07	34.0					-39.91324440694319
1.08	47.0					-26.959052495281142
1.09	58.0					-16.00486058361909
1.1	34.0					-40.050668671957055
1.11	37.0					-37.096476760295005
1.12	39.0					-35.142284848632954
1.13	43.0					-31.188092936970918
1.14	40.0					-34.23390102530887
1.15	26.0					-48.27970911364682
1.16	28.0					-46.325517201984766
1.17	47.0					-27.37132529032273
1.18	42.0					-32.41713337866068
1.19	47.0					-27.46294146699863
1.2	59.0					-15.508749555336593
1.21	49.0					-25.554557643674542
1.22	69.0					-5.6003657320124915
1.23	85.0					10.353826179649559
1.24	75.0					0.3080180913115953
1.25	79.0					4.262210002973646
1.26	91.0					16.216401914635696
1.27	92.0					17.170593826297733
1.28	83.0					8.124785737959783
1.29	75.0					0.07897764962183373
1.3	65.0					-9.96683043871613
1.31	70.0					-5.012638527054079
1.32	49.0					-26.05844661539203
1.33	44.0					-31.104254703729993
1.34	45.0					-30.150062792067942
1.35	45.0					-30.19587088040589
1.36	33.0					-42.24167896874384
1.37	47.0					-28.287487057081805
1.38	44.0					-31.333295145419754
1.39	74.0					-1.3791032337577036
1.4	97.0					21.575088677904333
1.41	148.0					72.52928058956638
1.42	203.0					127.48347250122843
1.43	277.0					201.43766441289048
1.44	379.0					303.3918563245525
1.45	508.0					432.3460482362146
1.46	589.0					513.3002401478766
1.47	745.0					669.2544320595387
1.48	755.0					679.2086239712007
1.49	776.0					700.1628158828628
1.5	832.0					756.1170077945249
1.51	719.0					643.0711997061868
1.52	675.0					599.0253916178489
1.53	569.0					492.97958352951093
1.54	456.0					379.933775441173
1.55	364.0					287.88796735283506
1.56	280.0					203.84215926449707
1.57	210.0					133.79635117615913
1.58	160.0					83.75054308782117
1.59	122.0					45.70473499948322
1.6	133.0					56.65892691114527
1.61	106.0					29.61311882280731
1.62	167.0					90.56731073446936
1.63	169.0					92.52150264613141
1.64	326.0					249.47569455779345
1.65	535.0					458.4298864694555
1.66	830.0					753.3840783811175
1.67	1326.0					1249.3382702927795
1.68	1921.0					1844.2924622044416
1.69	2815.0					2738.246654116104
1.7	3616.0					3539.2008460277657
1.71	4710.0					4633.1550379394275
1.72	5516.0					5439.10922985109
1.73	6350.0					6273.063421762752
1.74	6661.0					6584.017613674414
1.75	6847.0					6769.971805586076
1.76	6435.0					6357.925997497738
1.77	5877.0					5799.8801894094
1.78	4916.0					4838.834381321062
1.79	4141.0					4063.788573232724
1.8	3252.0					3174.7427651443863
1.81	2320.0					2242.696957056048
1.82	1681.0					1603.6511489677102
1.83	1154.0					1076.6053408793723
1.84	846.0					768.5595327910344
1.85	576.0					498.51372470269644
1.86	437.0					359.4679166143585
1.87	301.0					223.4221085260205
1.88	221.0					143.37630043768257
1.89	177.0					99.33049234934461
1.9	137.0					59.28468426100666
1.91	114.0					36.2388761726687
1.92	93.0					15.193068084330747
1.93	80.0					2.1472599959927976
1.94	74.0					-3.898548092345166
1.95	71.0					-6.9443561806831156
1.96	72.0					-5.990164269021065
1.97	63.0					-15.035972357359014
1.98	79.0					0.9182195543030218
1.99	66.0					-12.127588534034928
2.0	81.0					2.826603377627123
2.01	74.0					-4.219204710710841
2.02	66.0					-12.26501279904879
2.03	75.0					-3.3108208873867397
2.04	63.0					-15.356628975724703
2.05	63.0					-15.402437064062653
2.06	51.0					-27.448245152400602
2.07	51.0					-27.494053240738552
2.08	41.0					-37.539861329076516
2.09	50.0					-28.585669417414465
2.1	51.0					-27.631477505752414
2.11	40.0					-38.67728559409038
2.12	28.0					-50.72309368242833
2.13	30.0					-48.76890177076628
2.14	31.0					-47.81470985910424
2.15	41.0					-37.86051794744219
2.16	27.0					-51.90632603578014
2.17	23.0					-55.95213412411809
2.18	25.0					-53.99794221245605
2.19	29.0					-50.043750300794
2.2	28.0					-51.08955838913195
2.21	33.0					-46.135366477469915
2.22	26.0					-53.181174565807865
2.23	45.0					-34.226982654145814
2.24	36.0					-43.27279074248378
2.25	52.0					-27.318598830821728
2.26	51.0					-28.364406919159677
2.27	55.0					-24.410215007497627
2.28	65.0					-14.45602309583559
2.29	70.0					-9.50183118417354
2.3	72.0					-7.547639272511489
2.31	83.0					3.406552639150547
2.32	79.0					-0.6392554491874023
2.33	62.0					-17.68506353752535
2.34	65.0					-14.730871625863301
2.35	67.0					-12.776679714201265
2.36	64.0					-15.822487802539214
2.37	47.0					-32.868295890877164
2.38	44.0					-35.91410397921513
2.39	57.0					-22.959912067553077
2.4	44.0					-36.00572015589103
2.41	56.0					-24.05152824422899
2.42	49.0					-31.09733633256694
2.43	41.0					-39.14314442090489
2.44	41.0					-39.18895250924284
2.45	37.0					-43.2347605975808
2.46	42.0					-38.28056868591875
2.47	40.0					-40.3263767742567
2.48	41.0					-39.372184862594665
2.49	45.0					-35.417992950932614
2.5	38.0					-42.463801039270564
2.51	36.0					-44.50960912760851
2.52	43.0					-37.55541721594648
2.53	34.0					-46.601225304284426
2.54	47.0					-33.647033392622376
2.55	46.0					-34.69284148096034
2.56	51.0					-29.73864956929829
2.57	46.0					-34.78445765763624
2.58	69.0					-11.830265745974202
2.59	83.0					2.1239261656878483
2.6	103.0					22.0781180773499
2.61	118.0					37.032309989011935
2.62	149.0					67.98650190067399
2.63	194.0					112.94069381233604
2.64	227.0					145.89488572399807
2.65	284.0					202.84907763566014
2.66	388.0					306.8032695473222
2.67	394.0					312.7574614589842
2.68	453.0					371.7116533706463
2.69	479.0					397.6658452823083
2.7	496.0					414.62003719397035
2.71	466.0					384.5742291056324
2.72	449.0					367.5284210172945
2.73	413.0					331.4826129289565
2.74	380.0					298.43680484061855
2.75	360.0					278.39099675228056
2.76	311.0					229.34518866394262
2.77	271.0					189.2993805756047
2.78	238.0					156.25357248726672
2.79	295.0					213.20776439892876
2.8	235.0					153.16195631059082
2.81	247.0					165.11614822225286
2.82	275.0					193.0703401339149
2.83	280.0					198.02453204557696
2.84	258.0					175.97872395723903
2.85	309.0					226.93291586890103
2.86	233.0					150.8871077805631
2.87	230.0					147.84129969222516
2.88	230.0					147.7954916038872
2.89	190.0					107.74968351554924
2.9	169.0					86.70387542721129
2.91	153.0					70.65806733887334
2.92	157.0					74.61225925053537
2.93	119.0					36.566451162197424
2.94	114.0					31.520643073859475
2.95	94.0					11.474834985521511
2.96	100.0					17.42902689718356
2.97	93.0					10.383218808845612
2.98	73.0					-9.662589279492352
2.99	58.0					-24.7083973678303
3.0	75.0					-7.7542054561682505
3.01	50.0					-32.8000135445062
3.02	55.0					-27.845821632844164
3.03	56.0					-26.891629721182113
3.04	59.0					-23.937437809520063
3.05	36.0					-46.98324589785801
3.06	30.0					-53.029053986195976
3.07	31.0					-52.074862074533925
3.08	24.0					-59.120670162871875
3.09	50.0					-33.16647825120984
3.1	40.0					-43.21228633954779
3.11	31.0					-52.25809442788574
3.12	30.0					-53.3039025162237
3.13	39.0					-44.34971060456165
3.14	39.0					-44.3955186928996
3.15	32.0					-51.441326781237564
3.16	34.0					-49.48713486957551
3.17	26.0					-57.53294295791346
3.18	35.0					-48.578751046251426
3.19	44.0					-39.624559134589376
3.2	63.0					-20.670367222927325
3.21	71.0					-12.716175311265275
3.22	104.0					20.23801660039676
3.23	130.0					46.19220851205881
3.24	148.0					64.14640042372086
3.25	181.0					97.10059233538291
3.26	235.0					151.05478424704495
3.27	298.0					214.00897615870701
3.28	361.0					276.9631680703691
3.29	423.0					338.9173599820311
3.3	449.0					364.87155189369315
3.31	475.0					390.82574380535516
3.32	469.0					384.7799357170172
3.33	452.0					367.7341276286793
3.34	423.0					338.68831954034135
3.35	404.0					319.64251145200336
3.36	333.0					248.59670336366543
3.37	286.0					201.55089527532746
3.38	228.0					143.5050871869895
3.39	193.0					108.45927909865155
3.4	141.0					56.4134710103136
3.41	110.0					25.36766292197565
3.42	102.0					17.3218548336377
3.43	64.0					-20.723953254700263
3.44	59.0					-25.769761343038212
3.45	45.0					-39.81556943137616
3.46	51.0					-33.861377519714125
3.47	42.0					-42.907185608052075
3.48	45.0					-39.952993696390024
3.49	58.0					-26.998801784727988
3.5	58.0					-27.044609873065937
3.51	57.0					-28.090417961403887
3.52	66.0					-19.13622604974185
3.53	66.0					-19.1820341380798
3.54	109.0					23.77215777358225
3.55	112.0					26.7263496852443
3.56	137.0					51.68054159690634
3.57	144.0					58.63473350856839
3.58	176.0					90.58892542023044
3.59	286.0					200.5431173318925
3.6	331.0					245.49730924355453
3.61	424.0					338.4515011552166
3.62	513.0					427.4056930668786
3.63	637.0					551.3598849785407
3.64	809.0					723.3140768902027
3.65	981.0					895.2682688018648
3.66	1126.0					1040.2224607135267
3.67	1305.0					1219.1766526251888
3.68	1356.0					1270.1308445368509
3.69	1390.0					1304.085036448513
3.7	1422.0					1336.039228360175
3.71	1264.0					1177.993420271837
3.72	1212.0					1125.9476121834991
3.73	1081.0					994.9018040951611
3.74	932.0					845.8559960068231
3.75	771.0					684.8101879184852
3.76	660.0					573.7643798301473
3.77	476.0					389.71857174180934
3.78	352.0					265.67276365347135
3.79	228.0					141.62695556513341
3.8	188.0					101.58114747679545
3.81	113.0					26.5353393884575
3.82	104.0					17.489531300119552
3.83	74.0					-12.556276788218412
3.84	38.0					-48.60208487655636
3.85	40.0					-46.64789296489431
3.86	38.0					-48.693701053232274
3.87	27.0					-59.739509141570224
3.88	40.0					-46.78531722990817
3.89	41.0					-45.83112531824614
3.9	50.0					-36.87693340658409
3.91	58.0					-28.922741494922036
3.92	67.0					-19.968549583259986
3.93	83.0					-4.014357671597949
3.94	84.0					-3.0601657599358987
3.95	111.0					23.894026151726152
3.96	138.0					50.8482180633882
3.97	151.0					63.80240997505024
3.98	169.0					81.75660188671229
3.99	196.0					108.71079379837434
4.0	200.0					112.66498571003638
4.01	191.0					103.61917762169843
4.02	192.0					104.57336953336048
4.03	204.0					116.52756144502251
4.04	200.0					112.48175335668456
4.05	189.0					101.43594526834661
4.06	177.0					89.39013718000865
4.07	132.0					44.3443290916707
4.08	128.0					40.29852100333275
4.09	99.0					11.252712914994788
4.1	93.0					5.206904826656853
4.11	68.0					-19.83890326168111
4.12	56.0					-31.88471135001906
4.13	46.0					-41.93051943835701
4.14	46.0					-41.97632752669497
4.15	36.0					-52.02213561503292
4.16	25.0					-63.06794370337087
4.17	32.0					-56.113751791708836
4.18	29.0					-59.159559880046785
4.19	33.0					-55.205367968384735
4.2	30.0					-58.2511760567227
4.21	30.0					-58.29698414506065
4.22	30.0					-58.3427922333986
4.23	31.0					-57.38860032173656
4.24	32.0					-56.43440841007451
4.25	20.0					-68.48021649841246
4.26	31.0					-57.526024586750424
4.27	35.0					-53.57183267508837
4.28	32.0					-56.61764076342632
4.29	32.0					-56.66344885176427
4.3	28.0					-60.70925694010222
4.31	39.0					-49.755065028440185
4.32	35.0					-53.800873116778135
4.33	36.0					-52.846681205116084
4.34	30.0					-58.89248929345405
4.35	51.0					-37.938297381792
4.36	48.0					-40.98410547012995
4.37	57.0					-32.02991355846791
4.38	70.0					-19.07572164680586
4.39	87.0					-2.1215297351438096
4.4	144.0					54.83266217651823
4.41	149.0					59.78685408818028
4.42	194.0					104.74104599984233
4.43	257.0					167.69523791150436
4.44	332.0					242.64942982316643
4.45	410.0					320.6036217348285
4.46	482.0					392.5578136464905
4.47	610.0					520.5120055581526
4.48	670.0					580.4661974698146
4.49	726.0					636.4203893814766
4.5	763.0					673.3745812931387
4.51	758.0					668.3287732048008
4.52	771.0					681.2829651164628
4.53	711.0					621.2371570281248
4.54	637.0					547.1913489397868
4.55	677.0					587.1455408514489
4.56	542.0					452.099732763111
4.57	441.0					351.05392467477304
4.58	388.0					298.00811658643505
4.59	301.0					210.96230849809712
4.6	264.0					173.91650040975915
4.61	211.0					120.8706923214212
4.62	184.0					93.82488423308325
4.63	150.0					59.77907614474529
4.64	151.0					60.73326805640734
4.65	130.0					39.68745996806939
4.66	116.0					25.641651879731427
4.67	94.0					3.5958437913934915
4.68	117.0					26.550035703055528
4.69	90.0					-0.4957723852824216
4.7	84.0					-6.541580473620371
4.71	105.0					14.412611438041665
4.72	74.0					-16.633196650296284
4.73	82.0					-8.679004738634234
4.74	59.0					-31.724812826972197
4.75	58.0					-32.77062091531015
4.76	69.0					-21.816429003648096
4.77	61.0					-29.86223709198606
4.78	72.0					-18.90804518032401
4.79	74.0					-16.95385326866196
4.8	68.0					-22.999661356999923
4.81	70.0					-21.045469445337872
4.82	63.0					-28.09127753367582
4.83	93.0					1.8629143779862147
4.84	95.0					3.8171062896482653
4.85	118.0					26.771298201310316
4.86	115.0					23.725490112972352
4.87	105.0					13.679682024634417
4.88	144.0					52.63387393629645
4.89	176.0					84.5880658479585
4.9	148.0					56.542257759620554
4.91	179.0					87.49644967128259
4.92	183.0					91.45064158294464
4.93	186.0					94.40483349460669
4.94	176.0					84.35902540626873
4.95	159.0					67.31321731793078
4.96	181.0					89.26740922959283
4.97	162.0					70.22160114125487
4.98	142.0					50.175793052916916
4.99	123.0					31.129984964578966
5.0	107.0					15.084176876241003
5.01	108.0					16.038368787903053
5.02	81.0					-11.007439300434896
5.03	73.0					-19.05324738877286
5.04	82.0					-10.09905547711081
5.05	65.0					-27.14486356544876
5.06	60.0					-32.19067165378671
5.07	48.0					-44.23647974212466
5.08	50.0					-42.28228783046262
5.09	55.0					-37.32809591880057
5.1	45.0					-47.37390400713852
5.11	46.0					-46.419712095476484
5.12	44.0					-48.465520183814434
5.13	45.0					-47.51132827215238
5.14	50.0					-42.55713636049035
5.15	43.0					-49.602944448828296
5.16	46.0					-46.648752537166246
5.17	47.0					-45.69456062550421
5.18	41.0					-51.74036871384216
5.19	48.0					-44.78617680218011
5.2	56.0					-36.83198489051807
5.21	54.0					-38.87779297885602
5.22	59.0					-33.92360106719397
5.23	51.0					-41.969409155531935
5.24	64.0					-29.015217243869884
5.25	53.0					-40.061025332207834
5.26	57.0					-36.10683342054578
5.27	57.0					-36.15264150888373
5.28	53.0					-40.198449597221696
5.29	66.0					-27.244257685559646
5.3	77.0					-16.290065773897595
5.31	62.0					-31.33587386223556
5.32	67.0					-26.38168195057351
5.33	64.0					-29.427490038911458
5.34	97.0					3.5267018727505786
5.35	103.0					9.480893784412629
5.36	104.0					10.43508569607468
5.37	111.0					17.389277607736716
5.38	105.0					11.343469519398766
5.39	109.0					15.297661431060817
5.4	125.0					31.251853342722853
5.41	128.0					34.206045254384904
5.42	114.0					20.160237166046954
5.43	119.0					25.114429077709005
5.44	130.0					36.06862098937104
5.45	115.0					21.02281290103309
5.46	99.0					4.977004812695142
5.47	107.0					12.931196724357193
5.48	104.0					9.88538863601923
5.49	101.0					6.83958054768128
5.5	87.0					-7.20622754065667
5.51	71.0					-23.252035628994633
5.52	75.0					-19.297843717332583
5.53	79.0					-15.343651805670532
5.54	57.0					-37.389459894008496
5.55	68.0					-26.435267982346446
5.56	75.0					-19.481076070684395
5.57	53.0					-41.52688415902236
5.58	63.0					-31.572692247360308
5.59	66.0					-28.618500335698258
5.6	56.0					-38.66430842403621
5.61	59.0					-35.71011651237417
5.62	63.0					-31.75592460071212
5.63	58.0					-36.80173268905007
5.64	56.0					-38.84754077738802
5.65	54.0					-40.89334886572598
5.66	51.0					-43.93915695406393
5.67	68.0					-26.984965042401882
5.68	56.0					-39.030773130739846
5.69	49.0					-46.076581219077795
5.7	59.0					-36.122389307415744
5.71	46.0					-49.16819739575371
5.72	48.0					-47.21400548409166
5.73	56.0					-39.25981357242961
5.74	58.0					-37.30562166076757
5.75	62.0					-33.35142974910552
5.76	74.0					-21.39723783744347
5.77	80.0					-15.44304592578142
5.78	85.0					-10.488854014119383
5.79	89.0					-6.534662102457332
5.8	133.0					37.41952980920472
5.81	123.0					27.37372172086677
5.82	163.0					67.3279136325288
5.83	197.0					101.28210554419086
5.84	187.0					91.2362974558529
5.85	237.0					141.19048936751494
5.86	249.0					153.144681279177
5.87	292.0					196.09887319083904
5.88	285.0					189.05306510250108
5.89	313.0					217.00725701416314
5.9	323.0					226.96144892582518
5.91	287.0					190.91564083748722
5.92	306.0					209.86983274914928
5.93	260.0					163.82402466081132
5.94	252.0					155.77821657247335
5.95	231.0					134.73240848413542
5.96	201.0					104.68660039579746
5.97	187.0					90.6407923074595
5.98	154.0					57.59498421912154
5.99	122.0					25.549176130783593
6.0	139.0					42.50336804244564
6.01	113.0					16.457559954107694
6.02	104.0					7.41175186576973
6.03	93.0					-3.634056222568219
6.04	76.0					-20.67986431090617
6.05	74.0					-22.725672399244132
6.06	78.0					-18.77148048758208
6.07	76.0					-20.81728857592003
6.08	67.0					-29.863096664257995
6.09	63.0					-33.908904752595944
6.1	82.0					-14.954712840933894
6.11	98.0					0.9994790707281425
6.12	92.0					-5.046329017609807
6.13	103.0					5.9078628940522435
6.14	122.0					24.862054805714294
6.15	115.0					17.81624671737633
6.16	119.0					21.77043862903838
6.17	134.0					36.72463054070043
6.18	150.0					52.67882245236248
6.19	174.0					76.63301436402452
6.2	204.0					106.58720627568657
6.21	271.0					173.54139818734862
6.22	380.0					282.49559009901066
6.23	500.0					402.4497820106727
6.24	686.0					588.4039739223348
6.25	986.0					888.3581658339967
6.26	1382.0					1284.3123577456588
6.27	1957.0					1859.2665496573209
6.28	2583.0					2485.2207415689827
6.29	3418.0					3320.174933480645
6.3	4449.0					4351.129125392307
6.31	5781.0					5683.083317303969
6.32	7351.0					7253.037509215631
6.33	8796.0					8697.991701127294
6.34	10424.0					10325.945893038956
6.35	11998.0					11899.900084950617
6.36	13476.0					13377.85427686228
6.37	14933.0					14834.808468773941
6.38	16047.0					15948.762660685603
6.39	16652.0					16553.716852597267
6.4	16835.0					16736.671044508927
6.41	16752.0					16653.62523642059
6.42	16004.0					15905.579428332252
6.43	15098.0					14999.533620243914
6.44	13521.0					13422.487812155576
6.45	11978.0					11879.442004067238
6.46	10427.0					10328.3961959789
6.47	8794.0					8695.350387890561
6.48	7233.0					7134.304579802224
6.49	5751.0					5652.258771713886
6.5	4588.0					4489.212963625548
6.51	3480.0					3381.16715553721
6.52	2621.0					2522.1213474488723
6.53	1880.0					1781.075539360534
6.54	1406.0					1307.0297312721962
6.55	971.0					871.9839231838582
6.56	673.0					573.9381150955203
6.57	507.0					407.8923070071823
6.58	362.0					262.8464989188443
6.59	264.0					164.80069083050637
6.6	210.0					110.75488274216842
6.61	177.0					77.70907465383047
6.62	158.0					58.663266565492506
6.63	122.0					22.617458477154557
6.64	110.0					10.571650388816607
6.65	115.0					15.525842300478644
6.66	105.0					5.480034212140694
6.67	101.0					1.4342261238027447
6.68	116.0					16.388418035464795
6.69	88.0					-11.657390052873168
6.7	113.0					13.296801858788882
6.71	92.0					-7.749006229549067
6.72	92.0					-7.794814317887017
6.73	93.0					-6.8406224062249805
6.74	103.0					3.11356950543707
6.75	119.0					19.06776141709912
6.76	120.0					20.021953328761157
6.77	104.0					3.9761452404232074
6.78	118.0					17.930337152085258
6.79	124.0					23.884529063747294
6.8	137.0					36.838720975409345
6.81	122.0					21.792912887071395
6.82	127.0					26.74710479873343
6.83	142.0					41.70129671039548
6.84	162.0					61.65548862205753
6.85	175.0					74.60968053371958
6.86	175.0					74.56387244538162
6.87	193.0					92.51806435704367
6.88	234.0					133.47225626870573
6.89	258.0					157.42644818036777
6.9	318.0					217.3806400920298
6.91	398.0					297.3348320036919
6.92	451.0					350.28902391535394
6.93	551.0					450.24321582701594
6.94	628.0					527.197407738678
6.95	822.0					721.15159965034
6.96	1039.0					938.1057915620021
6.97	1160.0					1059.059983473664
6.98	1466.0					1365.014175385326
6.99	1723.0					1621.9683672969882
7.0	1984.0					1882.9225592086502
7.01	2140.0					2038.8767511203123
7.02	2338.0					2236.830943031974
7.03	2518.0					2416.7851349436364
7.04	2650.0					2548.7393268552983
7.05	2679.0					2577.6935187669606
7.06	2622.0					2520.6477106786224
7.07	2639.0					2537.6019025902847
7.08	2481.0					2379.5560945019465
7.09	2327.0					2225.510286413609
7.1	2101.0					1999.4644783252706
7.11	1895.0					1793.4186702369327
7.12	1674.0					1572.3728621485948
7.13	1406.0					1304.3270540602568
7.14	1158.0					1056.281245971919
7.15	995.0					893.235437883581
7.16	760.0					658.189629795243
7.17	575.0					473.14382170690504
7.18	445.0					343.0980136185671
7.19	358.0					256.0522055302291
7.2	251.0					149.00639744189118
7.21	204.0					101.96058935355325
7.22	160.0					57.91478126521528
7.23	138.0					35.86897317687733
7.24	121.0					18.823165088539383
7.25	94.0					-8.222642999798566
7.26	82.0					-20.268451088136516
7.27	68.0					-34.31425917647448
7.28	76.0					-26.36006726481243
7.29	98.0					-4.405875353150378
7.3	76.0					-26.451683441488342
7.31	66.0					-36.49749152982629
7.32	58.0					-44.54329961816424
7.33	69.0					-33.589107706502205
7.34	81.0					-21.634915794840154
7.35	93.0					-9.680723883178104
7.36	75.0					-27.726531971516067
7.37	79.0					-23.772340059854017
7.38	84.0					-18.818148148191966
7.39	75.0					-27.86395623652993
7.4	77.0					-25.90976432486788
7.41	74.0					-28.95557241320583
7.42	101.0					-2.0013805015437924
7.43	84.0					-19.047188589881728
7.44	91.0					-12.092996678219691
7.45	90.0					-13.13880476655764
7.46	91.0					-12.18461285489559
7.47	99.0					-4.230420943233554
7.48	108.0					4.7237709684284965
7.49	97.0					-6.322037119909453
7.5	100.0					-3.3678452082474166
7.51	79.0					-24.413653296585366
7.52	104.0					0.5405386150766844
7.53	75.0					-28.50526947326128
7.54	59.0					-44.55107756159923
7.55	76.0					-27.596885649937178
7.56	91.0					-12.642693738275142
7.57	79.0					-24.68850182661309
7.58	72.0					-31.73430991495104
7.59	75.0					-28.780118003289004
7.6	66.0					-37.82592609162694
7.61	69.0					-34.8717341799649
7.62	70.0					-33.91754226830287
7.63	59.0					-44.9633503566408
7.64	78.0					-26.009158444978766
7.65	69.0					-35.054966533316716
7.66	87.0					-17.100774621654665
7.67	82.0					-22.14658270999263
7.68	82.0					-22.192390798330578
7.69	67.0					-37.23819888666853
7.7	69.0					-35.28400697500649
7.71	79.0					-25.32981506334444
7.72	81.0					-23.37562315168239
7.73	88.0					-16.421431240020354
7.74	75.0					-29.467239328358303
7.75	94.0					-10.513047416696253
7.76	80.0					-24.558855505034217
7.77	81.0					-23.604663593372152
7.78	87.0					-17.650471681710115
7.79	96.0					-8.69627977004808
7.8	91.0					-13.742087858386014
7.81	78.0					-26.787895946723978
7.82	92.0					-12.833704035061928
7.83	73.0					-31.879512123399877
7.84	89.0					-15.92532021173784
